shortPostcode,Year,Population
DA17,2022,18357.18309786152
DA17,2023,18439.973993632877
DA17,2024,18517.790683886007
DA17,2025,18591.861846621552
DA18,2011,4939
DA18,2012,4973.343491205397
DA18,2013,5006.651988537679
DA18,2014,5043.524176973211
DA18,2015,5083.487423698857
DA18,2016,5122.013878228373
DA18,2017,5156.811533067913
DA18,2018,5188.058156440068
DA18,2019,5217.176412499553
DA18,2020,5246.45809634076
DA18,2021,5274.920131513409
DA18,2022,5300.872738560455
DA18,2023,5324.779674611363
DA18,2024,5347.250244838222
DA18,2025,5368.639245817575
DA2,2011,22994
DA2,2012,23153.889499246183
DA2,2013,23308.960482776954
DA2,2014,23480.622580547075
DA2,2015,23666.675404035537
DA2,2016,23846.039100219317
DA2,2017,24008.043002908198
DA2,2018,24153.51472953694
DA2,2019,24289.07763292463
DA2,2020,24425.40139041495
DA2,2021,24557.90919295795
DA2,2022,24678.734106187305
DA2,2023,24790.03519700621
DA2,2024,24894.649145537576
DA2,2025,24994.227742119725
DA3,2011,16748
DA3,2012,16864.457742601335
DA3,2013,16977.405852202683
DA3,2014,17102.43833082554
DA3,2015,17237.95249485897
DA3,2016,17368.594539900543
DA3,2017,17486.592337684026
DA3,2018,17592.5486948893
DA3,2019,17691.287822746006
DA3,2020,17790.58112928023
DA3,2021,17887.095031906574
DA3,2022,17975.099539463554
DA3,2023,18056.167238386533
DA3,2024,18132.364264132524
DA3,2025,18204.893721189055
DA4,2011,9062
DA4,2012,9125.012900851045
DA4,2013,9186.12681112137
DA4,2014,9253.779326124974
DA4,2015,9327.10326656389
DA4,2016,9397.791003139406
DA4,2017,9461.637196327483
DA4,2018,9518.96801248429
DA4,2019,9572.393733563671
DA4,2020,9626.119309382462
DA4,2021,9678.341006635863
DA4,2022,9725.958444388512
DA4,2023,9769.822516972705
DA4,2024,9811.051167994328
DA4,2025,9850.295372666305
DA5,2011,20824
DA5,2012,20968.80033627479
DA5,2013,21109.236891943438
DA5,2014,21264.698817835626
DA5,2015,21433.193381474997
DA5,2016,21595.63008710825
DA5,2017,21742.345285403164
DA5,2018,21874.088489513666
DA5,2019,21996.85799025931
DA5,2020,22120.316541445638
DA5,2021,22240.31925868298
DA5,2022,22349.7416294357
DA5,2023,22450.538964184456
DA5,2024,22545.28023861331
DA5,2025,22635.461359567766
DA6,2011,9846
DA6,2012,9914.46446940845
DA6,2013,9980.865656841868
DA6,2014,10054.37113716911
DA6,2015,10134.038706972859
DA6,2016,10210.842001424693
DA6,2017,10280.211855555106
DA6,2018,10342.502654041084
DA6,2019,10400.550507687914
DA6,2020,10458.924158042342
DA6,2021,10515.663821599723
DA6,2022,10567.400887601994
DA6,2023,10615.059865605079
DA6,2024,10659.85541823793
DA6,2025,10702.494839910882
DA7,2011,35540
DA7,2012,35787.12850322734
DA7,2013,36026.80940931952
DA7,2014,36292.13388330187
DA7,2015,36579.700959355614
DA7,2016,36856.929182473454
DA7,2017,37107.32575121151
DA7,2018,37332.169848123114
DA7,2019,37541.698663744515
DA7,2020,37752.40347113801
DA7,2021,37957.21025996893
DA7,2022,38143.95973444798
DA7,2023,38315.98899285034
DA7,2024,38477.68246640016
DA7,2025,38631.59319626576
DA8,2011,34559
DA8,2012,34799.30708899925
DA8,2013,35032.3721546616
DA8,2014,35290.372956472405
DA8,2015,35570.00240445613
DA8,2016,35839.578379772094
DA8,2017,36083.063326846335
DA8,2018,36301.7011193384
DA8,2019,36505.44637367324
DA8,2020,36710.33515923069
DA8,2021,36909.48872746952
DA8,2022,37091.08341200867
DA8,2023,37258.36419819683
DA8,2024,37415.59449511322
DA8,2025,37565.25687309367
DA9,2011,13089
DA9,2012,13180.014771489663
DA9,2013,13268.286673004592
DA9,2014,13366.002824944799
DA9,2015,13471.910688154352
DA9,2016,13574.010862954277
DA9,2017,13666.229227844891
DA9,2018,13749.03689201135
DA9,2019,13826.204102694202
DA9,2020,13903.804418506625
DA9,2021,13979.232557477024
DA9,2022,14048.010381659811
DA9,2023,14111.366908481097
DA9,2024,14170.916876834886
DA9,2025,14227.600544342225
DE1,2011,13807
DE1,2012,13903.007406979736
DE1,2013,13996.121483243516
DE1,2014,14099.19787638573
DE1,2015,14210.915338937055
DE1,2016,14318.616241485957
DE1,2017,14415.893265249782
DE1,2018,14503.2433622126
DE1,2019,14584.643597364111
DE1,2020,14666.5006957232
DE1,2021,14746.066461997498
DE1,2022,14818.617108990526
DE1,2023,14885.449072152072
DE1,2024,14948.265667236552
DE1,2025,15008.058729905499
DE11,2011,43809
DE11,2012,44113.62725373906
DE11,2013,44409.07409715472
DE11,2014,44736.13093116408
DE11,2015,45090.60549601604
DE11,2016,45432.335693724795
DE11,2017,45740.99138533553
DE11,2018,46018.149377502115
DE11,2019,46276.42872144016
DE11,2020,46536.157672118316
DE11,2021,46788.61632748956
DE11,2022,47018.816319820806
DE11,2023,47230.8711814232
DE11,2024,47430.1854578088
DE11,2025,47619.906199640034
DE12,2011,20462
DE12,2012,20604.283157935784
DE12,2013,20742.278394302084
DE12,2014,20895.037803042287
DE12,2015,21060.603292918815
DE12,2016,21220.216233308154
DE12,2017,21364.380965708777
DE12,2018,21493.83397389688
DE12,2019,21614.469275676427
DE12,2020,21735.781649589924
DE12,2021,21853.69826503895
DE12,2022,21961.218460502943
DE12,2023,22060.26355575981
DE12,2024,22153.357867965115
DE12,2025,22241.971299436977
DE13,2011,40596
DE13,2012,40878.28555759755
DE13,2013,41152.064006210894
DE13,2014,41455.13413411712
DE13,2015,41783.61114648285
DE13,2016,42100.278477537766
DE13,2017,42386.29702296518
DE13,2018,42643.127944693464
DE13,2019,42882.46479891312
DE13,2020,43123.14494412827
DE13,2021,43357.08800545016
DE13,2022,43570.40487843698
DE13,2023,43766.90740443873
DE13,2024,43951.60375368546
DE13,2025,44127.4101687002
DE14,2011,28844
DE14,2012,29044.567657487038
DE14,2013,29239.090900461797
DE14,2014,29454.426272649383
DE14,2015,29687.813575454515
DE14,2016,29912.80994201644
DE14,2017,30116.02993719597
DE14,2018,30298.511736051296
DE14,2019,30468.563766377232
DE14,2020,30639.570222889837
DE14,2021,30805.789891349013
DE14,2022,30957.35437761445
DE14,2023,31096.972045857492
DE14,2024,31228.201267891007
DE14,2025,31353.11407296257
DE15,2011,24192
DE15,2012,24360.219829771406
DE15,2013,24523.37009651823
DE15,2014,24703.975883647687
DE15,2015,24899.722161191083
DE15,2016,25088.43080423179
DE15,2017,25258.875199023885
DE15,2018,25411.926082323982
DE15,2019,25554.551887262445
DE15,2020,25697.97818721921
DE15,2021,25837.389718884875
DE15,2022,25964.50967630179
DE15,2023,26081.60961494191
DE15,2024,26191.674007516962
DE15,2025,26296.44070354703
DE21,2011,57016
DE21,2012,57412.46254192487
DE21,2013,57796.97707602031
DE21,2014,58222.63099297522
DE21,2015,58683.96820198705
DE21,2016,59128.719028359774
DE21,2017,59530.42445219683
DE21,2018,59891.13663648248
DE21,2019,60227.27886921939
DE21,2020,60565.30771835692
DE21,2021,60893.874512729
DE21,2022,61193.47237533163
DE21,2023,61469.454935744376
DE21,2024,61728.85603557321
DE21,2025,61975.771459715506
DE22,2011,46544
DE22,2012,46867.645161908076
DE22,2013,47181.5367796108
DE22,2014,47529.01180259995
DE22,2015,47905.61624795295
DE22,2016,48268.68069412055
DE22,2017,48596.6057896564
DE22,2018,48891.06678140243
DE22,2019,49165.47052913126
DE22,2020,49441.414382685645
DE22,2021,49709.634055711715
DE22,2022,49954.205455265816
DE22,2023,50179.49892186907
DE22,2024,50391.25640731935
DE22,2025,50592.82143294863
DE23,2011,59900
DE23,2012,60316.51652626104
DE23,2013,60720.480687063566
DE23,2014,61167.66515503044
DE23,2015,61652.33785777719
DE23,2016,62119.585200623515
DE23,2017,62541.60980578417
DE23,2018,62920.56763935212
DE23,2019,63273.71271689073
DE23,2020,63628.83984021292
DE23,2021,63974.02629634607
DE23,2022,64288.7785057241
DE23,2023,64578.720896784915
DE23,2024,64851.24309896934
DE23,2025,65110.64807136521
DE24,2011,54523
DE24,2012,54902.12738833607
DE24,2013,55269.82919033
DE24,2014,55676.871573417775
DE24,2015,56118.03701201312
DE24,2016,56543.34130039392
DE24,2017,56927.482327892656
DE24,2018,57272.42252755251
DE24,2019,57593.86708619421
DE24,2020,57917.11576974839
DE24,2021,58231.316122799275
DE24,2022,58517.81419812345
DE24,2023,58781.729540156986
DE24,2024,59029.788438816446
DE24,2025,59265.90759257171
DE3,2011,17008
DE3,2012,17126.265660745372
DE3,2013,17240.967204099787
DE3,2014,17367.9407171412
DE3,2015,17505.55863581093
DE3,2016,17638.228799535977
DE3,2017,17758.058423652375
DE3,2018,17865.65967295661
DE3,2019,17965.93165089946
DE3,2020,18066.76641072356
DE3,2021,18164.778618501736
DE3,2022,18254.149329304764
DE3,2023,18336.47554277993
DE3,2024,18413.85546957046
DE3,2025,18487.51089144874
DE4,2011,33166
DE4,2012,33396.620819866
DE4,2013,33620.2915269975
DE4,2014,33867.89286363505
DE4,2015,34136.25104158661
DE4,2016,34394.960981033044
DE4,2017,34628.631566254386
DE4,2018,34838.45653300088
DE4,2019,35033.989248220336
DE4,2020,35230.61940134393
DE4,2021,35421.74551159622
DE4,2022,35596.02049951327
DE4,2023,35756.55855196608
DE4,2024,35907.451229055376
DE4,2025,36051.0810339716
DE45,2011,8676
DE45,2012,8736.32883776028
DE45,2013,8794.8395733049
DE45,2014,8859.61039874865
DE45,2015,8929.811072689065
DE45,2016,8997.48783306527
DE45,2017,9058.614468697555
DE45,2018,9113.503252738215
DE45,2019,9164.653280997396
DE45,2020,9216.090391547366
DE45,2021,9266.087681921512
DE45,2022,9311.676833316566
DE45,2023,9353.672495834824
DE45,2024,9393.144993767246
DE45,2025,9430.717573742315
DE5,2011,22033
DE5,2012,22186.207155644566
DE5,2013,22334.79717826497
DE5,2014,22499.284914203436
DE5,2015,22677.561936901588
DE5,2016,22849.42939441299
DE5,2017,23004.662585155973
DE5,2018,23144.054537526634
DE5,2019,23273.951791172847
DE5,2020,23404.578100157116
DE5,2021,23531.547936350467
DE5,2022,23647.323152197314
DE5,2023,23753.972579613725
DE5,2024,23854.214343899694
DE5,2025,23949.631201275293
DE55,2011,51224
DE55,2012,51580.18768850076
DE55,2013,51925.64111375867
DE55,2014,52308.05475628179
DE55,2015,52722.52678508813
DE55,2016,53122.09736755825
DE55,2017,53482.99533708662
DE55,2018,53807.064386613914
DE55,2019,54109.05943589334
DE55,2020,54412.74944866555
DE55,2021,54707.93861442456
DE55,2022,54977.10167240753
DE55,2023,55225.04840095009
DE55,2024,55458.09810520209
DE55,2025,55679.930497622896
DE56,2011,40374
DE56,2012,40654.7418736438
DE56,2013,40927.023159591066
DE56,2014,41228.43594272453
DE56,2015,41555.11667228542
DE56,2016,41870.05230200291
DE56,2017,42154.50674956144
DE56,2018,42409.93318649755
DE56,2019,42647.96122256672
DE56,2020,42887.325203818975
DE56,2021,43119.98894304969
DE56,2022,43332.139288649494
DE56,2023,43527.56723684131
DE56,2024,43711.253570580775
DE56,2025,43886.098584863095
DE6,2011,25593
DE6,2012,25770.961727155238
DE6,2013,25943.5603042407
DE6,2014,26134.625280679364
DE6,2015,26341.707559166804
DE6,2016,26541.34464172884
DE6,2017,26721.659762261002
DE6,2018,26883.574083371263
DE6,2019,27034.459592043142
DE6,2020,27186.191953765756
DE6,2021,27333.677045114935
DE6,2022,27468.1587361769
DE6,2023,27592.04013207706
DE6,2024,27708.478541434422
DE6,2025,27819.31245560016
DE65,2011,23456
DE65,2012,23619.102030717513
DE65,2013,23777.288731147964
DE65,2014,23952.399897769516
DE65,2015,24142.190931419394
DE65,2016,24325.158438494578
DE65,2017,24490.417355667338
DE65,2018,24638.811929025767
DE65,2019,24777.098589104993
DE65,2020,24916.1613905181
DE65,2021,25051.33156606166
DE65,2022,25174.584117366685
DE65,2023,25288.12149173601
DE65,2024,25394.837364431132
DE65,2025,25496.416713888855
DE7,2011,49916
DE7,2012,50263.092469529984
DE7,2013,50599.724774214774
DE7,2014,50972.37352050917
DE7,2015,51376.262045222145
DE7,2016,51765.6296306231
DE7,2017,52117.31210459971
DE7,2018,52433.106081567625
DE7,2019,52727.389715798294
DE7,2020,53023.325032789115
DE7,2021,53310.976571092
DE7,2022,53573.26657582177
DE7,2023,53814.882008078726
DE7,2024,54041.98081015281
DE7,2025,54258.14873339342
DE72,2011,20225
DE72,2012,20365.63517101218
DE72,2013,20502.032085072802
DE72,2014,20653.022166285322
DE72,2015,20816.670002897226
DE72,2016,20974.434235102017
DE72,2017,21116.929187345326
DE72,2018,21244.882813120148
DE72,2019,21364.120863090404
DE72,2020,21484.028143043513
DE72,2021,21600.578995719523
DE72,2022,21706.853844378464
DE72,2023,21804.75175521661
DE72,2024,21896.767807623623
DE72,2025,21984.354878854116
DE73,2011,19052
DE73,2012,19184.47867877004
DE73,2013,19312.964909013943
DE73,2014,19455.197938791986
DE73,2015,19609.3546054486
DE73,2016,19757.968902208337
DE73,2017,19892.19949949583
DE73,2018,20012.732131301116
DE73,2019,20125.05466915196
DE73,2020,20238.007623301113
DE73,2021,20347.798814657523
DE73,2022,20447.909984825637
DE73,2023,20540.1300588572
DE73,2024,20626.809407705576
DE73,2025,20709.3166453364
DE74,2011,11491
DE74,2012,11570.903028435152
DE74,2013,11648.398056344698
DE74,2014,11734.184312127793
DE74,2015,11827.162175688109
DE74,2016,11916.79722104115
DE74,2017,11997.756899470216
DE74,2018,12070.454803736147
DE74,2019,12138.200881966468
DE74,2020,12206.327188712632
DE74,2021,12272.546513711399
DE74,2022,12332.92744255886
DE74,2023,12388.5489453248
DE74,2024,12440.828621874069
DE74,2025,12490.591936361565
DE75,2011,18713
DE75,2012,18843.121431651467
DE75,2013,18969.32145404041
DE75,2014,19109.02367355734
DE75,2015,19260.437367822786
DE75,2016,19406.40730983753
DE75,2017,19538.249487406334
DE75,2018,19656.6374329749
DE75,2019,19766.961370136505
DE75,2020,19877.904506342315
DE75,2021,19985.74213828922
DE75,2022,20084.071989609605
DE75,2023,20174.651154282747
DE75,2024,20259.788182153818
DE75,2025,20340.827334882433
DH1,2011,49865
DH1,2012,50211.7378394325
DH1,2013,50548.02620134265
DH1,2014,50920.29420627033
DH1,2015,51323.770071420025
DH1,2016,51712.73983354076
DH1,2017,52064.06298773669
DH1,2018,52379.53431279288
DH1,2019,52673.51727258357
DH1,2020,52969.15022758292
DH1,2021,53256.507867567554
DH1,2022,53518.52988627599
DH1,2023,53759.89845606309
DH1,2024,53986.76522754767
DH1,2025,54202.712288457864
DH2,2011,30427
DH2,2012,30638.5750975717
DH2,2013,30843.77405451224
DH2,2014,31070.927340102022
DH2,2015,31317.123272096604
DH2,2016,31554.467761258293
DH2,2017,31768.840760610932
DH2,2018,31961.33742174569
DH2,2019,32140.722150865346
DH2,2020,32321.113686446715
DH2,2021,32496.455728195688
DH2,2022,32656.33829037841
DH2,2023,32803.61837606802
DH2,2024,32942.04964561502
DH2,2025,33073.81784419748
DH3,2011,25904
DH3,2012,26084.124275396764
DH3,2013,26258.82022900993
DH3,2014,26452.206981233867
DH3,2015,26661.805673920877
DH3,2016,26863.868698446608
DH3,2017,27046.374965092375
DH3,2018,27210.25683021331
DH3,2019,27362.97586341131
DH3,2020,27516.55204041528
DH3,2021,27665.829335234535
DH3,2022,27801.94521556389
DH3,2023,27927.331988486083
DH3,2024,28045.185329477492
DH3,2025,28157.3660707954
DH4,2011,33471
DH4,2012,33703.74164691959
DH4,2013,33929.469266722954
DH4,2014,34179.347586043805
DH4,2015,34450.17363001103
DH4,2016,34711.262708682305
DH4,2017,34947.08216710187
DH4,2018,35158.8367188106
DH4,2019,35356.16758509265
DH4,2020,35554.60598149861
DH4,2021,35747.489718948236
DH4,2022,35923.36736836546
DH4,2023,36085.381755196795
DH4,2024,36237.662066203724
DH4,2025,36382.61271446854
DH5,2011,19534
DH5,2012,19669.830280867835
DH5,2013,19801.567107530882
DH5,2014,19947.398516500245
DH5,2015,20105.455220597993
DH5,2016,20257.82933737863
DH5,2017,20395.455858867914
DH5,2018,20519.037867564348
DH5,2019,20634.202073651813
DH5,2020,20750.012645053743
DH5,2021,20862.58146365316
DH5,2022,20965.225364454334
DH5,2023,21059.778530848023
DH5,2024,21148.6507962482
DH5,2025,21233.24539943319
DH6,2011,33392
DH6,2012,33624.19231794505
DH6,2013,33849.38716364652
DH6,2014,34098.675707124814
DH6,2015,34368.86253333716
DH6,2016,34629.33537594692
DH6,2017,34864.59824098072
DH6,2018,35075.85299855169
DH6,2019,35272.718114230636
DH6,2020,35470.68814598313
DH6,2021,35663.116629175085
DH6,2022,35838.57916299063
DH6,2023,36000.21115501572
DH6,2024,36152.132046089886
DH6,2025,36296.74057427425
DH7,2011,41375
DH7,2012,41662.70235849834
DH7,2013,41941.73436439491
DH7,2014,42250.62013003981
DH7,2015,42585.40031495044
DH7,2016,42908.1442015993
DH7,2017,43199.65118053957
DH7,2018,43461.41045205667
DH7,2019,43705.3399609575
DH7,2020,43950.63853737579
DH7,2021,44189.07075144105
DH7,2022,44406.480979538144
DH7,2023,44606.75420875586
DH7,2024,44794.9947115168
DH7,2025,44974.174690362874
DH8,2011,38551
DH8,2012,38819.06558604156
DH8,2013,39079.05260378944
DH8,2014,39366.85574944204
DH8,2015,39678.7859224569
DH8,2016,39979.501320020645
DH8,2017,40251.111846791064
DH8,2018,40495.00505951023
DH8,2019,40722.28545824464
DH8,2020,40950.84148046823
DH8,2021,41172.999795499774
DH8,2022,41375.57095449363
DH8,2023,41562.1747794984
DH8,2024,41737.567157067875
DH8,2025,41904.51742569615
DH9,2011,36692
DH9,2012,36947.13897131169
DH9,2013,37194.58893772515
DH9,2014,37468.51368728509
DH9,2015,37765.40201465043
DH9,2016,38051.61636362735
DH9,2017,38310.12933211741
DH9,2018,38542.26156632902
DH9,2019,38758.58208694749
DH9,2020,38976.116718148456
DH9,2021,39187.56215134441
DH9,2022,39380.36495712903
DH9,2023,39557.97040308568
DH9,2024,39724.9050381867
DH9,2025,39883.804658339446
DL1,2011,46371
DL1,2012,46693.442200989164
DL1,2013,47006.167110848495
DL1,2014,47352.35059939761
DL1,2015,47727.555238781075
DL1,2016,48089.27020597852
DL1,2017,48415.976432454394
DL1,2018,48709.3429383038
DL1,2019,48982.72675116762
DL1,2020,49257.64494541758
DL1,2021,49524.86766924647
DL1,2022,49768.53001817917
DL1,2023,49992.986088561156
DL1,2024,50203.95648985488
DL1,2025,50404.7723158143
DL10,2011,18424
DL10,2012,18552.111861099056
DL10,2013,18676.362874431707
DL10,2014,18813.90755953724
DL10,2015,18962.982849610802
DL10,2016,19106.6984597043
DL10,2017,19236.504491849206
DL10,2018,19353.0640765847
DL10,2019,19461.68419191978
DL10,2020,19570.913943507225
DL10,2021,19677.08615165075
DL10,2022,19773.897415516873
DL10,2023,19863.077692860854
DL10,2024,19946.899880724726
DL10,2025,20026.687480247627
DL11,2011,5308
DL11,2012,5344.909344263667
DL11,2013,5380.706368730108
DL11,2014,5420.333332936588
DL11,2015,5463.282292972978
DL11,2016,5504.6871159417315
DL11,2017,5542.084555076835
DL11,2018,5575.665659927899
DL11,2019,5606.959383994258
DL11,2020,5638.428745773793
DL11,2021,5669.017221719616
DL11,2022,5696.908786450476
DL11,2023,5722.601845077368
DL11,2024,5746.751224863594
DL11,2025,5769.738229763048
DL12,2011,12407
DL12,2012,12493.272463127225
DL12,2013,12576.944973028343
DL12,2014,12669.569642378343
DL12,2015,12769.959195349611
DL12,2016,12866.739458833657
DL12,2017,12954.15280234331
DL12,2018,13032.645788004036
DL12,2019,13105.792214999386
DL12,2020,13179.349180259125
DL12,2021,13250.84714956203
DL12,2022,13316.041317537876
DL12,2023,13376.096663879973
DL12,2024,13432.543791801545
DL12,2025,13486.27396696875
DL13,2011,14158
DL13,2012,14256.448096474187
DL13,2013,14351.929308304607
DL13,2014,14457.626097911869
DL13,2015,14572.183629222194
DL13,2016,14682.622491993785
DL13,2017,14782.37248130705
DL13,2018,14871.943182603462
DL13,2019,14955.412765371268
DL13,2020,15039.350825671692
DL13,2021,15120.939303900961
DL13,2022,15195.334325276155
DL13,2023,15263.86528308315
DL13,2024,15328.27879457776
DL13,2025,15389.59190975607
DL14,2011,37072
DL14,2012,37329.78131321452
DL14,2013,37579.79399049784
DL14,2014,37856.555636515666
DL14,2015,38156.518682195594
DL14,2016,38445.697204632976
DL14,2017,38706.887457763456
DL14,2018,38941.423765042775
DL14,2019,39159.98460501792
DL14,2020,39379.7721294887
DL14,2021,39593.40739329118
DL14,2022,39788.206957666174
DL14,2023,39967.651771045246
DL14,2024,40136.315261519056
