shortPostcode,Year,Population
OX5,2025,25456.19811658267
OX7,2011,22852
OX7,2012,23010.902097798287
OX7,2013,23165.015436740847
OX7,2014,23335.61743109776
OX7,2015,23520.521280900244
OX7,2016,23698.77731226459
OX7,2017,23859.78075595626
OX7,2018,24004.354118438645
OX7,2019,24139.07984985621
OX7,2020,24274.5617367036
OX7,2021,24406.251234125215
OX7,2022,24526.32999019711
OX7,2023,24636.9437384529
OX7,2024,24740.911641029168
OX7,2025,24839.875287593284
OX9,2011,13822
OX9,2012,13918.111709949584
OX9,2013,14011.326945852965
OX9,2014,14114.515321750096
OX9,2015,14226.354154761208
OX9,2016,14334.172064157232
OX9,2017,14431.554770209494
OX9,2018,14518.999764793403
OX9,2019,14600.488433603732
OX9,2020,14682.434461960313
OX9,2021,14762.086668916447
OX9,2022,14834.716135327517
OX9,2023,14901.620705097845
OX9,2024,14964.505544473355
OX9,2025,15024.36356665125
PE1,2011,49173
PE1,2012,49514.92599575683
PE1,2013,49846.547526293434
PE1,2014,50213.64939346096
PE1,2015,50611.52603473252
PE1,2016,50995.09788097262
PE1,2017,51341.54555892863
PE1,2018,51652.638940398356
PE1,2019,51942.542160729005
PE1,2020,52234.07247851067
PE1,2021,52517.44232170659
PE1,2022,52775.82813792939
PE1,2023,53013.84712283145
PE1,2024,53237.56555768979
PE1,2025,53450.515819920554
PE10,2011,21906
PE10,2012,22058.324057166516
PE10,2013,22206.057594838305
PE10,2014,22369.597210118478
PE10,2015,22546.846629590436
PE10,2016,22717.723429129528
PE10,2017,22872.061843163738
PE10,2018,23010.65032900914
PE10,2019,23139.798844344044
PE10,2020,23269.67221268287
PE10,2021,23395.910184436678
PE10,2022,23511.018062544106
PE10,2023,23617.05275400618
PE10,2024,23716.716716628085
PE10,2025,23811.583583494597
PE11,2011,43230
PE11,2012,43530.60115910292
PE11,2013,43822.143240430014
PE11,2014,44144.877540099595
PE11,2015,44494.667205203805
PE11,2016,44831.8809386136
PE11,2017,45136.45729389064
PE11,2018,45409.95223788301
PE11,2019,45664.818042590756
PE11,2020,45921.11429536568
PE11,2021,46170.23634041804
PE11,2022,46397.3939032129
PE11,2023,46606.64614971639
PE11,2024,46803.32619646819
PE11,2025,46990.53950125406
PE12,2011,39782
PE12,2012,40058.62538310045
PE12,2013,40326.914235271506
PE12,2014,40623.90743234426
PE12,2015,40945.798074425584
PE12,2016,41256.115833909935
PE12,2017,41536.39935381813
PE12,2018,41788.08049797506
PE12,2019,42022.61835230963
PE12,2020,42258.47256299416
PE12,2021,42487.72477664841
PE12,2022,42696.76438254952
PE12,2023,42889.32678991482
PE12,2024,43070.31974896826
PE12,2025,43242.60102796413
PE13,2011,34893
PE13,2012,35135.62956846121
PE13,2013,35370.94712209865
PE13,2014,35631.441406585596
PE13,2015,35913.77337014056
PE13,2016,36185.95469791914
PE13,2017,36431.792837282585
PE13,2018,36652.543683471005
PE13,2019,36858.258060608816
PE13,2020,37065.127020777116
PE13,2021,37266.20533486483
PE13,2022,37449.55506511237
PE13,2023,37618.452558456025
PE13,2024,37777.202428252705
PE13,2025,37928.31123796572
PE14,2011,20803
PE14,2012,20947.654312117003
PE14,2013,21087.94924429021
PE14,2014,21243.254394325515
PE14,2015,21411.579039321186
PE14,2016,21573.851935368468
PE14,2017,21720.41917845957
PE14,2018,21852.02952590054
PE14,2019,21974.67521952384
PE14,2020,22098.00926871368
PE14,2021,22217.89096899645
PE14,2022,22327.202992563914
PE14,2023,22427.898678060377
PE14,2024,22522.54441048179
PE14,2025,22612.634588123718
PE15,2011,29915
PE15,2012,30123.01488953421
PE15,2013,30324.760930776407
PE15,2014,30548.091871665038
PE15,2015,30790.145025298913
PE15,2016,31023.495680745455
PE15,2017,31234.261391319425
PE15,2018,31423.518880320848
PE15,2019,31599.88507388625
PE15,2020,31777.241132219857
PE15,2021,31949.63266536215
PE15,2022,32106.824858075735
PE15,2023,32251.62663818566
PE15,2024,32387.7285025988
PE15,2025,32517.279416609195
PE16,2011,10453
PE16,2012,10525.685262921646
PE16,2013,10596.180043770875
PE16,2014,10674.217092913741
PE16,2015,10758.796120656843
PE16,2016,10840.334292188942
PE16,2017,10913.980756258128
PE16,2018,10980.111745144368
PE16,2019,11041.73821418462
PE16,2020,11103.710565104266
PE16,2021,11163.948194919956
PE16,2022,11218.874820038964
PE16,2023,11269.47194547734
PE16,2024,11317.029117087253
PE16,2025,11362.297233555602
PE19,2011,43968
PE19,2012,44273.732865219456
PE19,2013,44570.25200081487
PE19,2014,44898.495852026346
PE19,2015,45254.25694375204
PE19,2016,45597.22741404031
PE19,2017,45907.003337908485
PE19,2018,46185.16724485866
PE19,2019,46444.383985580156
PE19,2020,46705.05559423174
PE19,2021,46958.43052083044
PE19,2022,47189.46599899293
PE19,2023,47402.29049064839
PE19,2024,47602.32815651892
PE19,2025,47792.737469144995
PE2,2011,44540
PE2,2012,44849.71028513634
PE2,2013,45150.0869749885
PE2,2014,45482.601101920794
PE2,2015,45842.990453846345
PE2,2016,46190.422785238254
PE2,2017,46504.22872703885
PE2,2018,46786.01139660674
PE2,2019,47048.60040751775
PE2,2020,47312.66321340707
PE2,2021,47569.334411339805
PE2,2022,47803.3755366436
PE2,2023,48018.96876031387
PE2,2024,48221.608808482386
PE2,2025,48414.495243716316
PE20,2011,13986
PE20,2012,14083.252089086593
PE20,2013,14177.5733370496
PE20,2014,14281.986057733819
PE20,2015,14395.151874438594
PE20,2016,14504.249058696501
PE20,2017,14602.78722443568
PE20,2018,14691.26976634355
PE20,2019,14773.7253098236
PE20,2020,14856.643639486105
PE20,2021,14937.240931230317
PE20,2022,15010.73215661197
PE20,2023,15078.43055863829
PE20,2024,15142.061535595743
PE20,2025,15202.629781738126
PE21,2011,42787
PE21,2012,43084.52074472673
PE21,2013,43373.07524469765
PE21,2014,43692.50232033869
PE21,2015,44038.70751119721
PE21,2016,44372.46564238862
PE21,2017,44673.92084741381
PE21,2018,44944.61314832987
PE21,2019,45196.86721231391
PE21,2020,45450.53706582954
PE21,2021,45697.10622941167
PE21,2022,45921.935992060375
PE21,2023,46129.04392338457
PE21,2024,46323.70848874125
PE21,2025,46509.00332269621
PE22,2011,16919
PE22,2012,17036.646796457604
PE22,2013,17150.74812595039
PE22,2014,17277.0572079793
PE22,2015,17413.954995254295
PE22,2016,17545.930918353075
PE22,2017,17665.133494224745
PE22,2018,17772.17168431049
PE22,2019,17871.9189558777
PE22,2020,17972.226064383343
PE22,2021,18069.725390782623
PE22,2022,18158.628439705273
PE22,2023,18240.523853968345
PE22,2024,18317.49886463209
PE22,2025,18390.76886009062
PE23,2011,8507
PE23,2012,8566.153690966656
PE23,2013,8623.524694571783
PE23,2014,8687.033847643472
PE23,2015,8755.867081070293
PE23,2016,8822.225564302242
PE23,2017,8882.16151281813
PE23,2018,8935.981116994466
PE23,2019,8986.134792697654
PE23,2020,9036.569958609203
PE23,2021,9085.59335063466
PE23,2022,9130.294469919781
PE23,2023,9171.47209797912
PE23,2024,9210.17571023259
PE23,2025,9247.016413073521
PE24,2011,11830
PE24,2012,11912.260275553725
PE24,2013,11992.04151131823
PE24,2014,12080.358577362438
PE24,2015,12176.079413313926
PE24,2016,12268.358813411956
PE24,2017,12351.706911559711
PE24,2018,12426.549502062364
PE24,2019,12496.294180981926
PE24,2020,12566.430305671433
PE24,2021,12634.6031900797
PE24,2022,12696.765437774893
PE24,2023,12754.027849899257
PE24,2024,12807.84984742583
PE24,2025,12859.081246815535
PE25,2011,21638
PE25,2012,21788.460510771893
PE25,2013,21934.38666288283
PE25,2014,22095.925519608492
PE25,2015,22271.00645353227
PE25,2016,22439.79273073609
PE25,2017,22592.242954550216
PE25,2018,22729.135936232076
PE25,2019,22856.7044368628
PE25,2020,22984.988922579752
PE25,2021,23109.682487484748
PE25,2022,23223.382125323173
PE25,2023,23328.11957870838
PE25,2024,23426.56424333053
PE25,2025,23520.27050030385
PE26,2011,11945
PE26,2012,12028.059931655896
PE26,2013,12108.616724657335
PE26,2014,12197.792325155904
PE26,2015,12294.443667965754
PE26,2016,12387.620120558397
PE26,2017,12471.778449584173
PE26,2018,12547.348588515211
PE26,2019,12617.77125881903
PE26,2020,12688.589180155983
PE26,2021,12757.424776458329
PE26,2022,12820.191306358503
PE26,2023,12878.01036915018
PE26,2024,12932.355572907993
PE26,2025,12984.084995199624
PE27,2011,20015
PE27,2012,20154.174929434303
PE27,2013,20289.15560854052
PE27,2014,20438.57793118421
PE27,2015,20600.526581359103
PE27,2016,20756.652717704164
PE27,2017,20897.668117909347
PE27,2018,21024.293176988856
PE27,2019,21142.29315573569
PE27,2020,21260.955415723896
PE27,2021,21376.2960988542
PE27,2022,21481.467475660564
PE27,2023,21578.34889397579
PE27,2024,21669.409526308365
PE27,2025,21756.0871644136
PE28,2011,47574
PE28,2012,47904.807299171
PE28,2013,48225.64521212625
PE28,2014,48580.80971761967
PE28,2015,48965.748267878
PE28,2016,49336.84718421475
PE28,2017,49672.02913022331
PE28,2018,49973.00642528444
PE28,2019,50253.4826175853
PE28,2020,50535.53299763421
PE28,2021,50809.688264146374
PE28,2022,51059.67193040597
PE28,2023,51289.9510508121
PE28,2024,51506.394644246524
PE28,2025,51712.42022282351
PE29,2011,29782
PE29,2012,29989.09006986822
PE29,2013,30189.939162305964
PE29,2014,30412.277189434335
PE29,2015,30653.254191658103
PE29,2016,30885.567386393483
PE29,2017,31095.396047343307
PE29,2018,31283.812110771032
PE29,2019,31459.394192561598
PE29,2020,31635.961738250768
PE29,2021,31807.58683068078
PE29,2022,31964.08015788773
PE29,2023,32108.238159399803
PE29,2024,32243.73492443247
PE29,2025,32372.7098641302
PE3,2011,28897
PE3,2012,29097.93619464717
PE3,2013,29292.816868348516
PE3,2014,29508.547912936807
PE3,2015,29742.36405803318
PE3,2016,29967.773848788278
PE3,2017,30171.367254720288
PE3,2018,30354.184358503477
PE3,2019,30524.548854423898
PE3,2020,30695.869530260978
PE3,2021,30862.394622462645
PE3,2022,31014.237604005164
PE3,2023,31154.111815599226
PE3,2024,31285.582167461052
PE3,2025,31410.724496130897
PE30,2011,43989
PE30,2012,44294.87888937724
PE30,2013,44591.539648468104
PE30,2014,44919.940275536464
PE30,2015,45275.871285905865
PE30,2016,45619.005565780106
PE30,2017,45928.92944485209
PE30,2018,46207.226208471795
PE30,2019,46466.56675631563
PE30,2020,46727.362866963704
PE30,2021,46980.858810516984
PE30,2022,47212.00463586473
PE30,2023,47424.93077677248
PE30,2024,47625.06398465046
PE30,2025,47815.56424058906
PE31,2011,20003
PE31,2012,20142.091487058424
PE31,2013,20276.991238452963
PE31,2014,20426.32397489272
PE31,2015,20588.175528699787
PE31,2016,20744.20805956715
PE31,2017,20885.138913941584
PE31,2018,21011.688054924216
PE31,2019,21129.617286743996
PE31,2020,21248.208402734206
PE31,2021,21363.47993331904
PE31,2022,21468.58825459097
PE31,2023,21565.411587619175
PE31,2024,21656.417624518926
PE31,2025,21743.043295017003
PE32,2011,15294
PE32,2012,15400.34730805737
PE32,2013,15503.489676593494
PE32,2014,15617.667293506438
PE32,2015,15741.416614304582
PE32,2016,15860.716795631655
PE32,2017,15968.47045692259
PE32,2018,16065.22807138984
PE32,2019,16155.395029918645
PE32,2020,16246.068055362543
PE32,2021,16334.202974562884
PE32,2022,16414.567253197732
PE32,2023,16488.596951509655
PE32,2024,16558.178830645025
PE32,2025,16624.411545967607
PE33,2011,15945
PE33,2012,16055.874056948787
PE33,2013,16163.40675384355
PE33,2014,16282.444422319873
PE33,2015,16411.461221072743
PE33,2016,16535.839499564972
PE33,2017,16648.1797721741
PE33,2018,16749.05594339682
PE33,2019,16843.06092271824
PE33,2020,16937.593510053335
PE33,2021,17029.479954845374
PE33,2022,17113.264996223214
PE33,2023,17190.44582135618
PE33,2024,17262.989502722303
PE33,2025,17332.04146073319
PE34,2011,14384
PE34,2012,14484.019594553236
PE34,2013,14581.02494495363
PE34,2014,14688.408941401634
PE34,2015,14804.795120972742
PE34,2016,14916.996886907658
PE34,2017,15018.339156033382
PE34,2018,15109.339648154273
PE34,2019,15194.141631381573
PE34,2020,15279.419570310894
PE34,2021,15362.310421479831
PE34,2022,15437.892988753512
PE34,2023,15507.517886132791
PE34,2024,15572.95961161227
PE34,2025,15635.251450058719
PE36,2011,6529
PE36,2012,6574.399606009321
PE36,2013,6618.4310251392
PE36,2014,6667.173385595889
PE36,2015,6720.001901058887
PE36,2016,6770.931081383488
PE36,2017,6816.93105879741
PE36,2018,6858.236830005509
PE36,2019,6896.729053899491
PE36,2020,6935.437317474959
PE36,2021,6973.062064922261
PE36,2022,7007.369530281679
PE36,2023,7038.9727668632495
PE36,2024,7068.677231939411
PE36,2025,7096.951940867169
PE37,2011,10224
PE37,2012,10295.09290424863
PE37,2013,10364.043314599965
PE37,2014,10440.370760351105
PE37,2015,10523.096865741469
PE37,2016,10602.848732740815
PE37,2017,10674.881780539854
PE37,2018,10739.563999077396
PE37,2019,10799.84038092639
PE37,2020,10860.455067217641
PE37,2021,10919.373035957296
PE37,2022,10973.096351294207
PE37,2023,11022.585015838544
PE37,2024,11069.10032460538
PE37,2025,11113.376725903801
PE38,2011,14809
PE38,2012,14911.974845365605
PE38,2013,15011.846385554663
PE38,2014,15122.403226725304
PE38,2015,15242.228235990357
PE38,2016,15357.745195927106
PE38,2017,15462.08179655856
PE38,2018,15555.771054610443
PE38,2019,15643.078658170863
PE38,2020,15730.876280362487
PE38,2021,15816.216284183454
PE38,2022,15894.032068301638
PE38,2023,15965.714152929679
PE38,2024,16033.08946665504
PE38,2025,16097.221824521659
PE4,2011,28361
PE4,2012,28558.20910185792
PE4,2013,28749.47500443756
PE4,2014,28961.204531916836
PE4,2015,29190.683705916847
PE4,2016,29411.912452001397
PE4,2017,29611.729477493238
PE4,2018,29791.15557294934
PE4,2019,29958.360039461404
PE4,2020,30126.502950054735
PE4,2021,30289.939228558782
PE4,2022,30438.965729563293
PE4,2023,30576.245465003623
PE4,2024,30705.277220865937
PE4,2025,30828.098329749402
PE5,2011,1589
PE5,2012,1600.049161272601
PE5,2013,1610.765339094224
PE5,2014,1622.6280455983867
PE5,2015,1635.4852229717521
PE5,2016,1647.8801483103632
PE5,2017,1659.0754253988487
PE5,2018,1669.1282467267197
PE5,2019,1678.4963189839625
PE5,2020,1687.9169700517245
PE5,2021,1697.0739196142551
PE5,2022,1705.4235232987573
PE5,2023,1713.1149833888348
PE5,2024,1720.3443286187355
PE5,2025,1727.2257059332105
PE6,2011,35553
PE6,2012,35800.21889913454
PE6,2013,36039.98747691438
PE6,2014,36305.40900261766
PE6,2015,36593.08126640322
PE6,2016,36870.41089545523
PE6,2017,37120.89905550993
PE6,2018,37345.82539702648
PE6,2019,37555.43085515219
PE6,2020,37766.21273521018
PE6,2021,37971.0944392987
PE6,2022,38157.91222394005
PE6,2023,38330.004408070025
PE6,2024,38491.75702667207
PE6,2025,38645.72405477876
PE7,2011,42311
PE7,2012,42605.21086381688
PE7,2013,42890.55523122449
PE7,2014,43206.42872077618
PE7,2015,43548.78242237748
PE7,2016,43878.827536286844
PE7,2017,44176.92909002562
PE7,2018,44444.609973098966
PE7,2019,44694.05774230992
PE7,2020,44944.90555057177
PE7,2021,45188.73166318362
PE7,2022,45411.06022296649
PE7,2023,45615.864104572065
PE7,2024,45808.36305109335
PE7,2025,45991.596503297726
PE8,2011,17500
PE8,2012,17621.6867981564
PE8,2013,17739.70637768969
PE8,2014,17870.352925092364
PE8,2015,18011.951794843084
PE8,2016,18148.45978315378
PE8,2017,18271.75578633093
PE8,2018,18382.46967760704
PE8,2019,18485.642279559055
PE8,2020,18589.39394330093
PE8,2021,18690.241405443336
PE8,2022,18782.197393158116
PE8,2023,18866.90510340126
PE8,2024,18946.52344293761
PE8,2025,19022.30953670936
PE9,2011,31189
PE9,2012,31405.873688439995
PE9,2013,31616.211555072216
PE9,2014,31849.05356461176
PE9,2015,32101.41511596349
PE9,2016,32344.70355295905
PE9,2017,32564.44521256432
PE9,2018,32761.762672850644
PE9,2019,32945.63983183815
PE9,2020,33130.54901129216
PE9,2021,33310.282239678425
PE9,2022,33474.16882829765
PE9,2023,33625.13732971327
PE9,2024,33767.03540924465
PE9,2025,33902.10355088163
PL1,2011,22698
PL1,2012,22855.83125397451
PL1,2013,23008.906020617178
PL1,2014,23178.358325356945
PL1,2015,23362.016105105624
PL1,2016,23539.070866172835
PL1,2017,23698.98930503655
PL1,2018,23842.588385275703
PL1,2019,23976.406197796092
PL1,2020,24110.97507000255
PL1,2021,24241.777109757313
PL1,2022,24361.04665313732
PL1,2023,24470.91497354297
PL1,2024,24574.18223473132
PL1,2025,24672.478963670248
PL10,2011,3656
PL10,2012,3681.4221105177025
PL10,2013,3706.0780866762007
PL10,2014,3733.372016807868
PL10,2015,3762.95404353979
PL10,2016,3791.4725124120127
PL10,2017,3817.2308088471937
PL10,2018,3840.360522361792
PL10,2019,3861.914752803881
PL10,2020,3883.5899575261833
PL10,2021,3904.658433045763
PL10,2022,3923.8693525363483
PL10,2023,3941.566003316287
PL10,2024,3958.1994118502816
PL10,2025,3974.0322094976827
PL11,2011,10359
PL11,2012,10431.031630977264
PL11,2013,10500.892478085
PL11,2014,10578.227768630388
PL11,2015,10662.046208158828
PL11,2016,10742.851136782285
PL11,2017,10815.835325177262
PL11,2018,10881.371622304649
PL11,2019,10942.443907082987
PL11,2020,11003.858963351677
PL11,2021,11063.55489822786
PL11,2022,11117.987588327142
PL11,2023,11168.129712350497
PL11,2024,11215.259219736616
PL11,2025,11260.120256615563
PL12,2011,21787
PL12,2012,21938.496586939054
PL12,2013,22085.427591470016
PL12,2014,22248.07881022785
PL12,2015,22424.365357385504
PL12,2016,22594.313902604084
PL12,2017,22747.813903816692
PL12,2018,22885.649535201417
PL12,2019,23014.096476843046
PL12,2020,23143.26433386843
PL12,2021,23268.816542879664
PL12,2022,23383.299120270633
PL12,2023,23488.757799303054
PL12,2024,23587.88035721611
PL12,2025,23682.231878644972
PL13,2011,9438
PL13,2012,9503.627428628577
PL13,2013,9567.277073864874
PL13,2014,9637.736623258386
PL13,2015,9714.102916555947
PL13,2016,9787.723624766024
PL13,2017,9854.218920650936
PL13,2018,9913.92850384316
PL13,2019,9969.570961970196
PL13,2020,10025.525716392813
PL13,2021,10079.914193404244
PL13,2022,10129.507371235793
PL13,2023,10175.191449480068
PL13,2024,10218.130757396872
PL13,2025,10259.00328042646
PL14,2011,22966
PL14,2012,23125.694800369132
PL14,2013,23280.576952572654
PL14,2014,23452.03001586693
PL14,2015,23637.85628116379
PL14,2016,23817.00156456627
PL14,2017,23978.80819365007
PL14,2018,24124.10277805277
PL14,2019,24259.50060527734
PL14,2020,24395.658360105674
PL14,2021,24528.004806709247
PL14,2022,24648.682590358258
PL14,2023,24759.848148840774
PL14,2024,24864.33470802888
PL14,2025,24963.792046860995
PL15,2011,19907
PL15,2012,20045.423948051393
PL15,2013,20179.676277752493
PL15,2014,20328.29232456078
PL15,2015,20489.367107425216
PL15,2016,20644.65079447099
PL15,2017,20784.90528219942
PL15,2018,20910.847078407052
PL15,2019,21028.21033481041
PL15,2020,21146.232298816667
PL15,2021,21260.950609037747
PL15,2022,21365.554486034212
PL15,2023,21461.913136766227
PL15,2024,21552.482410203378
PL15,2025,21638.69233984419
PL16,2011,1753
PL16,2012,1765.1895404096094
PL16,2013,1777.0117302908586
PL16,2014,1790.0987815821095
PL16,2015,1804.282942649139
PL16,2016,1817.957142849633
PL16,2017,1830.3078796250359
PL16,2018,1841.3982482768658
PL16,2019,1851.7331952038305
PL16,2020,1862.1261475775163
PL16,2021,1872.2281819281243
PL16,2022,1881.4395445832108
PL16,2023,1889.9248369292811
PL16,2024,1897.9003197411225
PL16,2025,1905.491921020087
PL17,2011,10022
PL17,2012,10091.688290921338
PL17,2013,10159.27641812606
PL17,2014,10234.095829444324
PL17,2015,10315.187479309567
PL17,2016,10393.363654100984
PL17,2017,10463.973513749064
PL17,2018,10527.377777655876
PL17,2019,10586.46325289948
PL17,2020,10645.880348557826
PL17,2021,10703.634249448753
PL17,2022,10756.296129956041
PL17,2023,10804.807025502143
PL17,2024,10850.403311149761
PL17,2025,10893.80492439436
PL18,2011,4810
PL18,2012,4843.446485664701
PL18,2013,4875.885010096423
PL18,2014,4911.794146839672
PL18,2015,4950.713607611156
PL18,2016,4988.23380325541
PL18,2017,5022.122590414387
PL18,2018,5052.553094245135
PL18,2019,5080.910820838803
PL18,2020,5109.42770670157
PL18,2021,5137.146352010426
PL18,2022,5162.421112062318
PL18,2023,5185.703631277719
PL18,2024,5207.587300601711
PL18,2025,5228.417649804118
PL19,2011,16423
PL19,2012,16537.197844921287
PL19,2013,16647.9541623313
PL19,2014,16770.560347930965
PL19,2015,16903.444818669028
PL19,2016,17031.55171535626
PL19,2017,17147.259730223595
PL19,2018,17251.159972305173
PL19,2019,17347.983037554197
PL19,2020,17445.34952747607
PL19,2021,17539.99054866263
PL19,2022,17626.28730216205
PL19,2023,17705.781857894803
PL19,2024,17780.500257335116
PL19,2025,17851.622258364456
PL2,2011,31458
PL2,2012,31676.74418836594
PL2,2013,31888.896184534988
PL2,2014,32123.74641814604
PL2,2015,32378.284546409934
PL2,2016,32623.67130619724
PL2,2017,32845.30820150849
PL2,2018,33044.32749246643
PL2,2019,33229.79056173537
PL2,2020,33416.29455247776
PL2,2021,33597.57795042495
PL2,2022,33762.878033941044
PL2,2023,33915.14861387412
PL2,2024,34058.27054102466
PL2,2025,34194.503623188764
PL20,2011,12081
PL20,2012,12165.005611915854
PL20,2013,12246.479585649666
PL20,2014,12336.670496459477
PL20,2015,12434.422264771389
PL20,2016,12528.659579444618
PL20,2017,12613.776094552228
PL20,2018,12690.206638581183
PL20,2019,12761.4311073916
PL20,2020,12833.055327372489
PL20,2021,12902.674652523485
PL20,2022,12966.1558118139
PL20,2023,13024.633174525181
PL20,2024,13079.597126521676
PL20,2025,13131.915515027762
PL21,2011,17389
PL21,2012,17509.91495617952
PL21,2013,17627.185954379773
PL21,2014,17757.003829396064
PL21,2015,17897.704557744368
PL21,2016,18033.34669538635
PL21,2017,18155.860649629063
PL21,2018,18265.872298509083
PL21,2019,18368.390491385857
PL21,2020,18471.484073146283
PL21,2021,18571.6918742431
PL21,2022,18663.064598264376
PL21,2023,18747.235019602547
PL21,2024,18826.348351385266
PL21,2025,18901.65374479081
PL22,2011,3695
PL22,2012,3720.693298239308
PL22,2013,3745.612289460766
PL22,2014,3773.1973747552165
PL22,2015,3803.094964682583
PL22,2016,3831.917651357327
PL22,2017,3857.9507217424457
PL22,2018,3881.327169071888
PL22,2019,3903.111327026899
PL22,2020,3925.017749742683
PL22,2021,3946.3109710350373
PL22,2022,3965.72682101253
PL22,2023,3983.6122489752966
PL22,2024,4000.423092665972
PL22,2025,4016.424785036636
PL23,2011,3519
PL23,2012,3543.469476726421
PL23,2013,3567.2015281765725
PL23,2014,3593.472682480002
PL23,2015,3621.9461923458753
PL23,2016,3649.3959986810373
PL23,2017,3674.189063548489
PL23,2018,3696.452045457097
PL23,2019,3717.1985818153335
PL23,2020,3738.0615592271993
PL23,2021,3758.340543186007
PL23,2022,3776.831578658482
PL23,2023,3793.865089078232
PL23,2024,3809.8751997541417
PL23,2025,3825.1147005531584
PL24,2011,10156
PL24,2012,10226.62006411865
PL24,2013,10295.111884103799
PL24,2014,10370.931674699317
PL24,2015,10453.10756733865
PL24,2016,10532.329003297702
PL24,2017,10603.882958055825
PL24,2018,10668.134974044407
PL24,2019,10728.010456640102
PL24,2020,10788.221993609386
PL24,2021,10846.748097924718
PL24,2022,10900.114098566508
PL24,2023,10949.273613151043
PL24,2024,10995.479547798539
PL24,2025,11039.461465989732
PL25,2011,25551
PL25,2012,25728.669678839666
PL25,2013,25900.985008934247
PL25,2014,26091.73643365915
PL25,2015,26298.478874859185
PL25,2016,26497.788338249276
PL25,2017,26677.807548373814
PL25,2018,26839.45615614501
PL25,2019,26990.094050572206
PL25,2020,27141.57740830184
PL25,2021,27288.82046574188
PL25,2022,27423.08146243333
PL25,2023,27546.759559828904
PL25,2024,27663.00688517138
PL25,2025,27773.658912712068
PL26,2011,26673
PL26,2012,26858.47154098432
PL26,2013,27038.353612120976
PL26,2014,27237.481346913635
PL26,2015,27453.302298505692
PL26,2016,27661.36387406062
PL26,2017,27849.288119360284
PL26,2018,28018.0350691893
PL26,2019,28175.287801295934
PL26,2020,28333.42312283805
PL26,2021,28487.131943279444
PL26,2022,28627.28863244038
PL26,2023,28756.397704172687
PL26,2024,28877.749702484292
PL26,2025,28993.260701294228
PL27,2011,12227
PL27,2012,12312.020827489045
PL27,2013,12394.479421714963
PL27,2014,12485.760298005964
PL27,2015,12584.693405459795
PL27,2016,12680.06958677836
PL27,2017,12766.214742826762
PL27,2018,12843.568957034364
PL27,2019,12915.654180123922
PL27,2020,12988.143985413744
PL27,2021,13058.604666534615
PL27,2022,13122.853001493966
PL27,2023,13182.037068530704
PL27,2024,13237.665264959902
PL27,2025,13290.615926019742
PL28,2011,4434
PL28,2012,4464.83195788717
PL28,2013,4494.734747352919
PL28,2014,4527.836849706259
PL28,2015,4563.713957619099
PL28,2016,4598.301181628793
PL28,2017,4629.540866090935
PL28,2018,4657.592602886266
PL28,2019,4683.733592432279
PL28,2020,4710.02129969122
PL28,2021,4735.5731652420445
PL28,2022,4758.872185215036
PL28,2023,4780.334698770355
PL28,2024,4800.507711199166
PL28,2025,4819.709742043962
PL29,2011,1029
PL29,2012,1036.1551837315963
PL29,2013,1043.0947350081537
PL29,2014,1050.7767519954311
PL29,2015,1059.1027655367736
PL29,2016,1067.1294352494426
PL29,2017,1074.3792402362592
PL29,2018,1080.8892170432946
PL29,2019,1086.955766038073
PL29,2020,1093.0563638660951
PL29,2021,1098.9861946400688
PL29,2022,1104.393206717698
PL29,2023,1109.3740200799948
PL29,2024,1114.0555784447322
PL29,2025,1118.511800758511
PL3,2011,30951
PL3,2012,31166.218747985065
PL3,2013,31374.951548335634
PL3,2014,31606.016764830503
PL3,2015,31856.452571553622
PL3,2016,32097.884499908156
PL3,2017,32315.949333870216
PL3,2018,32511.761085235186
PL3,2019,32694.235096836146
PL3,2020,32877.733253663275
PL3,2021,33056.0949565644
PL3,2022,33218.73094375069
PL3,2023,33368.54742030701
PL3,2024,33509.362690420705
PL3,2025,33643.400141182385
PL30,2011,10557
PL30,2012,10630.408430179263
PL30,2013,10701.604584529718
PL30,2014,10780.418047440005
PL30,2015,10865.838577037626
PL30,2016,10948.187996043112
PL30,2017,11022.567190645466
PL30,2018,11089.35613637129
PL30,2019,11151.595745446
PL30,2020,11214.184677681598
PL30,2021,11275.021629558021
PL30,2022,11330.494735975448
PL30,2023,11381.595267234698
PL30,2024,11429.625599262426
PL30,2025,11475.344101659477
PL31,2011,14736
PL31,2012,14838.46723757901
PL31,2013,14937.846467522017
PL31,2014,15047.858325952064
PL31,2015,15167.092665646156
PL31,2016,15282.040192260238
PL31,2017,15385.862472421295
PL31,2018,15479.089895383855
PL31,2019,15565.967121804706
PL31,2020,15653.331951341863
PL31,2021,15738.251277177893
PL31,2022,15815.68347346161
PL31,2023,15887.012205926922
PL31,2024,15954.055397435932
PL31,2025,16017.871619025676
PL32,2011,4326
PL32,2012,4356.080976504261
PL32,2013,4385.255416564892
PL32,2014,4417.551243082833
PL32,2015,4452.554483685211
PL32,2016,4486.299258395616
PL32,2017,4516.778030381008
PL32,2018,4544.146504304463
PL32,2019,4569.650771507
PL32,2020,4595.298182783991
PL32,2021,4620.2276754255945
PL32,2022,4642.959195588689
PL32,2023,4663.898941560794
PL32,2024,4683.58059509418
PL32,2025,4702.314917474557
PL33,2011,1647
PL33,2012,1658.4524660893478
PL33,2013,1669.559794517424
PL33,2014,1681.8555010072644
